state,agency,county,model,signed
Alabama,Anniston Police Department,Calhoun County,TFM,2026-07-10
Alabama,Autauga County Sheriff's Office,Autauga County,JEM,2025-09-22
Alabama,Autauga County Sheriff's Office,Autauga County,TFM,2025-09-22
Alabama,Autauga County Sheriff's Office,Autauga County,WSO,2025-09-22
Alabama,Baldwin County Sheriff's Office,Baldwin County,TFM,2025-10-17
Alabama,Blount County Sheriff's Office,Blount County,TFM,2026-01-26
Alabama,Brookside Police Department,Jefferson County,TFM,2026-06-14
Alabama,Calhoun County Sheriff's Office,Calhoun County,TFM,2026-07-20
Alabama,Camp Hill Police Department,Tallapoosa County,TFM,2025-12-08
Alabama,Cedar Bluff Police Department,Cherokee County,TFM,2026-04-29
Alabama,Chambers County Sheriff's Office,Chambers County,TFM,2026-07-20
Alabama,Cherokee County Sheriff's Office,Cherokee County,JEM,2026-06-29
Alabama,Cherokee County Sheriff's Office,Cherokee County,TFM,2026-02-10
Alabama,Cherokee County Sheriff's Office,Cherokee County,WSO,2025-06-25
Alabama,Cherokee Police Department,Cherokee County,TFM,2026-02-14
Alabama,Clarke County Sheriff's Office,Clarke County,TFM,2026-01-30
Alabama,Clayton Police Department,Barbour County,TFM,2026-06-14
Alabama,Colbert County Sheriff's Office,Colbert County,JEM,2025-05-08
Alabama,Colbert County Sheriff's Office,Colbert County,TFM,2025-07-02
Alabama,Colbert County Sheriff's Office,Colbert County,WSO,2025-05-08
Alabama,Cottonwood Police Department,Houston County,TFM,2026-07-13
Alabama,Courtland Police Department,Lawrence County,TFM,2026-03-13
Alabama,Crenshaw County Sheriff's Office,Crenshaw County,WSO,2025-04-16
Alabama,DeKalb County Sheriff's Office,DeKalb County,TFM,2025-12-08
Alabama,Demopolis Police Department,Marengo County,TFM,2026-01-26
Alabama,Eclectic Police Department,Elmore County,TFM,2026-05-21
Alabama,Elberta Police Department,Baldwin County,TFM,2025-11-14
Alabama,Elmore County Sheriff's Office,Elmore County,JEM,2025-03-17
Alabama,Etowah County Sheriff's Office,Etowah County,JEM,2020-06-09
Alabama,Etowah County Sheriff's Office,Etowah County,TFM,2025-12-08
Alabama,Florala Police Department,Covington County,TFM,2026-02-23
Alabama,Foley Police Department,Baldwin County,TFM,2026-03-25
Alabama,Franklin County Sheriff's Office,Frankin County,JEM,2025-06-11
Alabama,Franklin County Sheriff's Office,Franklin County,TFM,2025-11-06
Alabama,Franklin County Sheriff's Office,Franklin County,WSO,2025-03-26
Alabama,Gordo Police Department,Pickens County,TFM,2026-07-09
Alabama,Grove Hill Police Department,Clarke County,TFM,2026-07-02
Alabama,Hale County Sheriff's Office,Hale County,TFM,2026-03-31
Alabama,Henry County Sheriff's Office,Henry County,JEM,2025-03-17
Alabama,Henry County Sheriff's Office,Henry County,TFM,2025-12-11
Alabama,Jackson Police Department,Clarke County,TFM,2026-01-07
Alabama,Jackson's Gap Police Department,Tallapoosa County,TFM,2026-01-26
Alabama,Lanett Police Department,Chambers County,TFM,2025-09-22
Alabama,Lauderdale County Sheriff's Office,Lauderdale County,JEM,2025-06-12
Alabama,Lauderdale County Sheriff's Office,Lauderdale County,TFM,2025-10-17
Alabama,Lauderdale County Sheriff's Office,Lauderdale County,WSO,2025-06-12
Alabama,Lawrence County Sheriff's Office,Lawrence County,TFM,2025-06-18
Alabama,Lawrence County Sheriff's Office,Lawrence County,WSO,2025-06-30
Alabama,Leighton Police Department,Colbert County,TFM,2026-06-16
Alabama,Leesburg Police Department,Cherokee County,TFM,2026-04-07
Alabama,Level Plains Police Department,#N/A,TFM,2025-06-18
Alabama,Limestone County Sheriff's Office,Limestone County,TFM,2025-06-11
Alabama,Limestone County Sheriff's Office,Limestone County,WSO,2025-05-22
Alabama,Littleville Police Department,Colbert County,TFM,2026-02-10
Alabama,Lockhart Police Department,Covington County,TFM,2026-04-27
Alabama,Louisville Police Department,Barbour County,TFM,2026-07-13
Alabama,Loxley Police Department,Baldwin County,TFM,2026-01-07
Alabama,Margaret Police Department,St. Clair County,TFM,2025-12-17
Alabama,Marion County Sheriff's Office,Marion County,JEM,2025-07-23
Alabama,Marion County Sheriff's Office,Marion County,TFM,2025-06-12
Alabama,Marion County Sheriff's Office,Marion County,WSO,2025-07-23
Alabama,Marshall County Sheriff's Office,Marshall County,JEM,2025-09-22
Alabama,Mobile County Sheriff's Office,Mobile County,TFM,2025-07-23
Alabama,Monroe County Sheriff's Office,Monroe County,TFM,2025-11-04
Alabama,Ohatchee Police Department,Calhoun County,TFM,2026-06-03
Alabama,Piedmont Police Department,Calhoun County,TFM,2026-04-20
Alabama,Pine Hill Police Department,Wilcox County,TFM,2026-07-02
Alabama,Reform Police Department,Pickens County,TFM,2026-06-29
Alabama,Robertsdale Police Department,Baldwin County,TFM,2025-12-17
Alabama,Silverhill Police Department,Baldwin County,TFM,2025-10-17
Alabama,Southside Police Department,Etowah County,TFM,2026-01-08
Alabama,Summerdale Police Department,Baldwin County,TFM,2025-12-10
Alabama,Thomasville Police Department,Clarke County,TFM,2026-02-25
Alabama,Washington County Sheriff's Office,Washington County,TFM,2025-10-17
Alaska,Alaska Department of Corrections,#N/A,WSO,2020-07-24
Alaska,Kodiak Police Department,#N/A,WSO,2020-07-20
Arizona,Arizona Department of Corrections,#N/A,JEM,2020-06-16
Arizona,Cochise County Sheriff's Office,Cochise County,WSO,2025-08-28
Arizona,La Paz County Sheriff's Office,La Paz County,JEM,2020-03-12
Arizona,La Paz County Sheriff's Office,La Paz County,WSO,2020-02-27
Arizona,Mesa Police Department,#N/A,JEM,2020-06-08
Arizona,Navajo County Sheriff's Office,Navajo County,WSO,2025-04-16
Arizona,Pinal County Attorney's Office,Pinal County,TFM,2025-08-28
Arizona,Pinal County Sheriff's Office,Pinal County,JEM,2020-06-09
Arizona,Yavapai County Sheriff's Office,Yavapai County,JEM,2020-06-09
Arizona,Yuma County Sheriff's Office,Yuma County,WSO,2025-06-03
Arkansas,16th Judicial Distric Drug Task Force,Independence County,TFM,2025-09-22
Arkansas,Alexander Police Department,Saline County,TFM,2026-06-23
Arkansas,Alpena Police Department,Boone County,TFM,2026-05-21
Arkansas,Arkansas Department of Corrections,Pulaksi County,JEM,2025-12-02
Arkansas,Arkansas Department of Corrections,Pulaksi County,WSO,2025-12-02
Arkansas,Arkansas Department of Public Safety,Pulaski County,TFM,2026-02-23
Arkansas,Arkansas Department of Public Safety-Crime Information Center,Pulaski County,TFM,2026-02-14
Arkansas,Arkansas Division of Law Enforcement Standards and Training,Pulaski County,TFM,2026-02-10
Arkansas,Arkansas National Guard,#N/A,TFM,2025-11-04
Arkansas,Arkansas State Police Department,#N/A,TFM,2025-07-07
Arkansas,Ashdown City Police Department,Little River County,TFM,2026-04-17
Arkansas,Bald Knob Police Department,White County,TFM,2026-07-13
Arkansas,Baxter County Sheriff's Office,Baxter County,TFM,2025-07-15
Arkansas,Baxter County Sheriff's Office,Baxter County,WSO,2025-07-15
Arkansas,Bay Police Department,Craighead County,TFM,2026-04-22
Arkansas,Benton County Sheriff's Office,Benton County,JEM,2020-06-30
Arkansas,Benton County Sheriff's Office,Benton County,TFM,2026-06-12
Arkansas,Black Rock Police Department,Lawrence County,TFM,2026-02-10
Arkansas,Bono Police Department,Craighead County,TFM,2026-05-21
Arkansas,Boone County Sheriff's Office,Boone County,TFM,2026-04-05
Arkansas,Boone County Sheriff's Office,Boone County,WSO,2026-04-05
Arkansas,Bradley County Sheriff's Department,Bradley County,TFM,2026-07-20
Arkansas,Bradford Police Department,White County,TFM,2026-07-07
Arkansas,Brookland Police Department,Craighead County,TFM,2026-04-25
Arkansas,Calhoun County Sheriff's Office,Calhoun County,TFM,2026-01-07
Arkansas,Calhoun County Sheriff's Office,Calhoun County,WSO,2026-01-07
Arkansas,Caraway Police Department,Craighead County,TFM,2026-05-13
Arkansas,Carroll County Sheriff's Office,Carroll County,TFM,2026-05-09
Arkansas,Carroll County Sheriff's Office,Carroll County,WSO,2026-05-09
Arkansas,Cash Police Department,Craighead County,TFM,2025-11-06
Arkansas,Chidester Police Department,Ouachita County,TFM,2026-02-23
Arkansas,Clarendon Police Department,Monroe County,TFM,2026-06-30
Arkansas,Clark County Sheriff's Office,Clark County,JEM,2026-04-05
Arkansas,Clay County Sheriff's Office,Clay County,TFM,2026-06-23
Arkansas,Clay County Sheriff's Office,Clay County,WSO,2026-07-13
Arkansas,Cleburne County Sheriff's Office,Cleburne County,TFM,2026-05-21
Arkansas,Cleburne County Sheriff's Office,Cleburne County,WSO,2026-05-21
Arkansas,Cleveland County Sheriff's Office,Cleveland County,TFM,2026-06-23
Arkansas,Columbia County Sheriff's Office,Columbia County,TFM,2026-07-02
Arkansas,Conway County Sheriff's Office,Conway County,TFM,2026-05-24
Arkansas,Cotter Police Department,Baxter County,TFM,2026-06-25
Arkansas,Craighead County Sheriff's Office,Craighead County,JEM,2020-06-18
Arkansas,Craighead County Sheriff's Office,Craighead County,TFM,2026-06-14
Arkansas,Crawford County Sheriff's Office,Crawford County,TFM,2026-06-09
Arkansas,Crawford County Sheriff's Office,Crawford County,WSO,2025-07-25
Arkansas,Cross County Sheriff's Office,Cross County,WSO,2026-04-29
Arkansas,Dallas County Sheriff's Office,Dallas County,TFM,2025-09-09
Arkansas,Dallas County Sheriff's Office,Dallas County,WSO,2025-09-09
Arkansas,Decatur Police Department,Benton County,TFM,2026-07-09
Arkansas,Des Arc Police Department,Prairie County,TFM,2026-04-05
Arkansas,Evening Shade Police Department,Sharp County,TFM,2026-04-05
Arkansas,Faulkner County Sheriff's Office,Faulkner County,WSO,2025-08-28
Arkansas,Fordyce Police Department,#NA,TFM,2025-08-28
Arkansas,Forrest City Police Department,St. Francis County,TFM,2026-06-23
Arkansas,Franklin County Sheriff's Office,Franklin County,TFM,2026-02-27
Arkansas,Franklin County Sheriff's Office,Franklin County,WSO,2026-02-27
Arkansas,Fulton County Sheriff's Office,Fulton County,WSO,2026-03-31
Arkansas,Garland County Sheriff's Office,Garland County,WSO,2026-04-13
Arkansas,Gilmore Police Department,Crittenden County,TFM,2026-06-07
Arkansas,Grant County Sheriff's Department,Grant County,TFM,2026-06-09
Arkansas,Greene County Sheriff's Office,Greene County,WSO,2026-03-23
Arkansas,Gurdon Police Department,Clark County,TFM,2025-12-12
Arkansas,Hampton Police Department,Calhoun County,TFM,2025-06-30
Arkansas,Harrisburg Police Department,Poinsett County,TFM,2026-04-29
Arkansas,Harrison Police Department,Boone County,TFM,2026-05-31
Arkansas,Haskell Police Department,Saline County,TFM,2026-06-12
Arkansas,Hazen Police Department,Prairie County,TFM,2026-06-15
Arkansas,Hempstead County Sheriff's Office,Hempstead County,TFM,2026-02-27
Arkansas,Hempstead County Sheriff's Office,Hempstead County,WSO,2026-02-27
Arkansas,Hot Spring County Sheriff's Office,Hot Spring County,JEM,2026-04-05
Arkansas,Hughes Police Department,St. Francis County,TFM,2026-05-28
Arkansas,Independence County Sheriff's Office,Independence County,TFM,2026-06-03
Arkansas,Independence County Sheriff's Office,Independence County,WSO,2026-06-03
Arkansas,Izard County Sheriff's Office,Izard County,WSO,2026-04-13
Arkansas,Jackson County Sheriff's Office,Jackson County,TFM,2026-01-26
Arkansas,Jefferson County Sheriff's Office,Jefferson County,WSO,2026-05-31
Arkansas,Johnson County Sheriff's Office,Johnson County,WSO,2025-07-18
Arkansas,Lafayette County Sheriff's Office,Lafayette County,TFM,2025-08-06
Arkansas,Lafayette County Sheriff's Office,Lafayette County,WSO,2025-07-11
Arkansas,Lewisville Police Department,Lafayette County,TFM,2026-05-26
Arkansas,Lincoln County Sheriff's Office,Lincoln County,TFM,2026-07-07
Arkansas,Lincoln County Sheriff's Office,Lincoln County,WSO,2026-07-07
Arkansas,Little River County Sheriff's Office,Little River County,TFM,2026-07-09
Arkansas,Little River County Sheriff's Office,Little River County,WSO,2025-07-07
Arkansas,Logan County Sheriff's Office,Logan County,TFM,2026-06-14
Arkansas,Logan County Sheriff's Office,Logan County,WSO,2026-04-17
Arkansas,Lonoke County Sheriff's Office,Lonoke County,WSO,2026-04-07
Arkansas,Madison County Sheriff's Office,Madison County,WSO,2025-10-17
Arkansas,Mammoth Spring Police Department,Fulton County,TFM,2026-06-09
Arkansas,Manila Police Department,Mississippi County,TFM,2026-05-09
Arkansas,Marion County Sheriff's Office,Marion County,TFM,2026-03-31
Arkansas,Marion County Sheriff's Office,Marion County,WSO,2026-05-09
Arkansas,Miller County Sheriff's Office,Miller County,TFM,2025-07-11
Arkansas,Mississippi County Sheriff's Office,Mississippi County,JEM,2026-03-31
Arkansas,Mississippi County Sheriff's Office,Mississippi County,TFM,2026-06-23
Arkansas,Monette Police Department,Craighead County,TFM,2026-04-13
Arkansas,Monroe County Sheriff's Office,Monroe County,TFM,2026-06-03
Arkansas,Monroe County Sheriff's Office,Monroe County,WSO,2026-06-03
Arkansas,Mountainburg Police Department,Crawford County,TFM,2026-06-15
Arkansas,Newton County Sheriff's Office,Newton County,TFM,2026-06-25
Arkansas,Osceola Police Department,Mississippi County,TFM,2025-08-28
Arkansas,Ouachita County Sheriff's Office,Ouachita County,JEM,2026-03-31
Arkansas,Ozark Police Department,Franklin County,TFM,2026-05-26
Arkansas,Perry County Sheriff's Office,Perry County,JEM,2026-03-28
Arkansas,Pike County Sheriff's Office,Pike County,JEM,2026-04-15
Arkansas,Poinsett County Sheriff's Office,Poinsett County,JEM,2026-03-23
Arkansas,Poinsett County Sheriff's Office,Poinsett County,TFM,2026-03-23
Arkansas,Poinsett County Sheriff's Office,Poinsett County,WSO,2026-03-23
Arkansas,Polk County Sheriff's Office,Polk County,JEM,2026-03-23
Arkansas,Pope County Sheriff's Office,Pop County,WSO,2025-12-17
Arkansas,Pottsville Police Department,Pope County,TFM,2026-07-09
Arkansas,Prairie County Sheriff's Office,Prairie County,TFM,2026-03-31
Arkansas,Prairie County Sheriff's Office,Prairie County,WSO,2026-07-20
Arkansas,Pulaski County Sheriff's Office,Pulaski County,WSO,2025-09-09
Arkansas,Rockport Police Department,Hot Spring County,TFM,2026-06-12
Arkansas,Saline County Sheriff's Office,Saline County,TFM,2026-06-22
Arkansas,Saline County Sheriff's Office,Saline County,WSO,2025-06-12
Arkansas,Sebastian County Sheriff's Office,Sebastian County,WSO,2025-07-18
Arkansas,Sharp County Sheriff's Office,Sharp County,JEM,2026-04-05
Arkansas,Sharp County Sheriff's Office,Sharp County,TFM,2026-07-20
Arkansas,Sharp County Sheriff's Office,Sharp County,WSO,2026-04-05
Arkansas,Sheridan Police Department,Grant County,TFM,2026-05-21
Arkansas,Sherwood Police Department,Pulaski County,TFM,2026-03-17
Arkansas,Stamps Police Department,Lafayette County,TFM,2026-05-28
Arkansas,Taylor Police Department,Columbia County,TFM,2026-05-31
Arkansas,Texarkana Police Department,Bowie County,TFM,2025-07-11
Arkansas,Tontitown Police Department,Washington County,TFM,2026-06-12
Arkansas,Trumann Police Department,Poinsett County,TFM,2026-05-09
Arkansas,Tuckerman Police Department,Jackson County,TFM,2026-01-08
Arkansas,Washington County Sheriff's Office,Washington County,WSO,2025-07-29
Arkansas,White County Sheriff's Office,White County,JEM,2026-03-31
Colorado,Teller County Sheriff's Office,Teller County,JEM,2020-06-08
Florida,Alachua County Sheriff's Office,Alachua County,TFM,2025-02-26
Florida,Alachua County Sheriff's Office,Alachua County,WSO,2025-02-24
Florida,Alachua Police Department,Alachua County,TFM,2025-07-02
Florida,Altamonte Springs Police Department,Seminole County,TFM,2025-08-28
Florida,Apopka Police Department,#N/A,TFM,2025-07-02
Florida,Arcadia Police Department,#N/A,TFM,2025-03-05
Florida,Atlantic Beach Police Department,#N/A,TFM,2025-07-02
Florida,Atlantis Police Department,#N/A,TFM,2025-07-02
Florida,Auburndale Police Department,#N/A,TFM,2025-04-24
Florida,Baker County Sheriff's Office,Baker County,TFM,2025-02-26
Florida,Baker County Sheriff's Office,Baker County,WSO,2019-10-15
Florida,Bartow Police Department,#N/A,TFM,2025-04-29
Florida,Bay County Sheriff's Office,Bay County,TFM,2025-02-26
Florida,Bay County Sheriff's Office,Bay County,WSO,2019-10-15
Florida,Belle Isle Police Department,#N/A,TFM,2025-04-24
Florida,Belleair Police Department,#N/A,TFM,2025-02-28
Florida,Blountstown Police Department,#N/A,TFM,2025-03-05
Florida,Boca Raton Police Services Department,#N/A,TFM,2025-03-25
Florida,Boynton Beach Police Department,#N/A,TFM,2025-05-08
Florida,Bradenton Police Department,#N/A,TFM,2025-03-25
Florida,Bradford County Sheriff's Office,Bradford County,TFM,2025-02-26
Florida,Bradford County Sheriff's Office,Bradford County,WSO,2019-10-15
Florida,Brevard County Sheriff's Office,Brevard County,TFM,2025-02-24
Florida,Brevard County Sheriff's Office,Brevard County,WSO,2019-05-06
Florida,Broward County Sheriff's Office,Broward County,TFM,2025-02-26
Florida,Broward County Sheriff's Office,Broward County,WSO,2019-09-09
Florida,Bunnell Police Department,Flager County,TFM,2025-07-15
Florida,Calhoun County Sheriff's Office,Calhoun County,TFM,2025-02-26
Florida,Calhoun County Sheriff's Office,Calhoun County,WSO,2019-09-09
Florida,Cape Coral Police Department,#N/A,TFM,2025-07-02
Florida,Casselberry Police Department,#N/A,TFM,2025-07-02
Florida,Charlotte County Sheriff's Office,Charlotte County,TFM,2025-02-26
Florida,Charlotte County Sheriff's Office,Charlotte County,WSO,2019-05-06
Florida,Chattahoochee Police Department,#N/A,TFM,2025-02-28
Florida,Citrus County Sheriff's Office,Citrus County,TFM,2025-02-26
Florida,Citrus County Sheriff's Office,Citrus County,WSO,2025-02-26
Florida,City of Miami Police Department,#NA,TFM,2025-08-28
Florida,Clay County Sheriff's Office,Clay County,JEM,2020-03-11
Florida,Clay County Sheriff's Office,Clay County,TFM,2025-02-26
Florida,Clay County Sheriff's Office,Clay County,WSO,2025-02-24
Florida,Clearwater Police Department,#N/A,TFM,2025-02-28
Florida,Clermont Police Department,#N/A,TFM,2025-03-05
Florida,Clewiston Police Department,Hendry County,TFM,2025-07-24
Florida,Cocoa Beach Police Department,#N/A,TFM,2025-03-25
Florida,Cocoa Police Department,#N/A,TFM,2025-07-02
Florida,Coconut Creek Police Department,#N/A,TFM,2025-06-13
Florida,Collier County Sheriff's Office,Collier County,JEM,2020-06-09
Florida,Collier County Sheriff's Office,Collier County,TFM,2025-02-24
Florida,Columbia County Sheriff's Office,Columbia County,TFM,2025-02-26
Florida,Columbia County Sheriff's Office,Columbia County,WSO,2019-05-06
Florida,Coral Gables Police Department,#N/A,TFM,2025-03-07
Florida,Cross City Police Department,Dixie County,TFM,2025-09-22
Florida,Dade City Police Department,Pasco County,TFM,2025-11-04
Florida,Davenport Police Department,#N/A,TFM,2025-04-25
Florida,Davie Police Department,#N/A,TFM,2025-03-07
Florida,Daytona Beach Police Department,#N/A,TFM,2025-04-29
Florida,Daytona Beach Shores Public Safety,#N/A,TFM,2025-03-10
Florida,Deland Police Department,#N/A,TFM,2025-03-05
Florida,Delray Beach Police Department,Palm Beach County,TFM,2025-11-04
Florida,DeSoto County Sheriff's Office,DeSoto County,TFM,2025-02-26
Florida,DeSoto County Sheriff's Office,DeSoto County,WSO,2019-10-15
Florida,District Board of Trustees of Pensacola State College,Escambia County,TFM,2025-09-09
Florida,Dixie County Sheriff's Office,Dixie County,TFM,2025-02-26
Florida,Dixie County Sheriff's Office,Dixie County,WSO,2025-02-24
Florida,Doral Police Department,Miami-Dade County,TFM,2026-01-07
Florida,Eatonville Police Department,#N/A,TFM,2025-06-18
Florida,Edgewater Police Department,#N/A,TFM,2025-07-02
Florida,Edgewood Police Department,#N/A,TFM,2025-04-10
Florida,Escambia County Board of County Commissioners/ Department of Corrections,Escambia County,WSO,2025-02-26
Florida,Escambia County Sheriff's Office,Escambia County,TFM,2025-02-26
Florida,Eustis Police Department,#N/A,TFM,2025-04-02
Florida,Fellsmere Police Department,#N/A,TFM,2025-04-23
Florida,Flagler Beach Police Department,Flagler County,TFM,2025-07-23
Florida,Flagler County Sheriff's Office,Flagler County,TFM,2025-02-26
Florida,Flagler County Sheriff's Office,Flagler County,WSO,2019-09-09
Florida,Florida A&M University Board of Trustees,#N/A,TFM,2025-04-15
Florida,Florida Atlantic Police Department,Broward County,TFM,2025-07-24
Florida,Florida Department of Corrections,#N/A,JEM,2020-08-21
Florida,"Florida Department of Environmental Protection, Division of Law Enforcement",#N/A,TFM,2025-04-24
Florida,"Florida Department of Financial Services, Criminal Investigation Division",#NA,TFM,2025-07-24
Florida,"Florida Department of Highway Safety and Motor Vehicles, Division of Highway Patrol",#N/A,TFM,2025-02-07
Florida,Florida Department of Law Enforcement,#N/A,TFM,2025-02-14
Florida,Florida Department of Lottery Services,#N/A,TFM,2025-04-24
Florida,Florida Division of Alcoholic Beverages and Tobacco,#N/A,TFM,2025-04-24
Florida,Florida Fish & Wildlife Conservation Commission,#NA,TFM,2025-02-14
Florida,Florida Gaming Control Commission,#N/A,TFM,2025-04-24
Florida,Florida Gulf Coast University Police Department,#N/A,TFM,2025-05-08
Florida,Florida International University Police Department,#N/A,TFM,2025-07-02
Florida,Florida National Guard,#N/A,TFM,2025-04-02
Florida,Florida Polytechnic University Police Department,#N/A,TFM,2025-04-24
Florida,Florida Southwestern State College Police Department,#N/A,TFM,2025-04-15
Florida,Florida State College at Jacksonville Police Department,#NA,TFM,2025-08-28
Florida,Florida State Guard,#N/A,TFM,2025-03-19
Florida,Florida State University Police Department,Leon County,TFM,2026-02-18
Florida,Fort Myers Police Department,#N/A,TFM,2025-05-16
Florida,Fort Walton Beach Police Department,Okaloosa County,TFM,2025-08-04
Florida,Franklin County Sheriff's Office,Franklin County,TFM,2025-02-26
Florida,Franklin County Sheriff's Office,Franklin County,WSO,2019-10-15
Florida,Fruitland Park Police Department,Lake County,TFM,2025-11-04
Florida,Gadsden County Sheriff's Office,Gadsden County,TFM,2025-02-26
Florida,Gadsden County Sheriff's Office,Gadsden County,WSO,2025-02-26
Florida,Gilchrist County Sheriff's Office,Gilchrist County,TFM,2025-02-26
Florida,Gilchrist County Sheriff's Office,Gilchrist County,WSO,2025-02-26
Florida,Glades County Sheriff's Office,Glades County,TFM,2025-02-26
Florida,Glades County Sheriff's Office,Glades County,WSO,2025-02-26
Florida,Green Cove Springs Police Department,#N/A,TFM,2025-04-10
Florida,Gretna Police Department,Gadsden County,TFM,2025-12-08
Florida,Gulf Breeze Police Department,#N/A,TFM,2025-04-24
Florida,Gulf County Board of County Commissioners /Detention Facility,Gulf County,WSO,2025-02-26
Florida,Gulf County Sheriff's Office,Gulf County,TFM,2025-02-26
Florida,Gulf Stream Police Department,#NA,TFM,2025-08-28
Florida,Gulfport Police Department,#N/A,TFM,2025-02-28
Florida,Haines City Police Department,#N/A,TFM,2025-07-02
Florida,Hamilton County Sheriff's Office,Hamilton County,TFM,2025-02-26
Florida,Hamilton County Sheriff's Office,Hamilton County,WSO,2019-10-15
Florida,Hardee County Sheriff's Office,Hardee County,TFM,2025-05-08
Florida,Hardee County Sheriff's Office,Hardee County,WSO,2025-02-26
Florida,Havana Police Department,#N/A,TFM,2025-04-10
Florida,Hendry County Sheriff's Office,Hendry County,TFM,2025-02-26
Florida,Hendry County Sheriff's Office,Hendry County,WSO,2019-10-15
Florida,Hernando County Sheriff's Office,Hernando County,JEM,2020-06-09
Florida,Hernando County Sheriff's Office,Hernando County,TFM,2025-02-26
Florida,Hernando County Sheriff's Office,Hernando County,WSO,2019-05-06
Florida,Hialeah Police Department,#N/A,TFM,2025-07-02
Florida,High Springs Police Department,#N/A,TFM,2025-03-25
Florida,Highland Beach Police Department,#N/A,TFM,2025-04-10
Florida,Highlands County Sheriff's Office,Highlands County,TFM,2025-02-26
Florida,Highlands County Sheriff's Office,Highlands County,WSO,2019-10-15
Florida,Hillsborough County Sheriff's Office,Hillsborough County,TFM,2025-02-26
Florida,Hillsborough County Sheriff's Office,Hillsborough County,WSO,2025-02-26
Florida,Holly Hill Police Department,#N/A,TFM,2025-05-08
Florida,Hollywood Police Department,#N/A,TFM,2025-06-18
Florida,Holmes Beach Police Department,#N/A,TFM,2025-04-10
Florida,Holmes County Sheriff's Office,Holmes County,TFM,2025-02-26
Florida,Holmes County Sheriff's Office,Holmes County,WSO,2019-10-15
Florida,Howey in the Hills Police Department,Lake Conty,TFM,2025-07-24
Florida,Indialantic Police Department,#N/A,TFM,2025-05-13
Florida,Indian Creek Village Department of Public Safety,#N/A,TFM,2025-07-07
Florida,Indian Harbour Beach Police Department,#N/A,TFM,2025-04-10
Florida,Indian River County Sheriff's Office,Indian River County,TFM,2025-02-26
Florida,Indian River County Sheriff's Office,Indian River County,WSO,2019-10-15
Florida,Indian River Shores Department of Public Safety,#N/A,TFM,2025-03-05
Florida,Indian Shores Police Department,#N/A,TFM,2025-02-28
Florida,Jackson County Correctional Facility,Jackson County,WSO,2025-02-26
Florida,Jackson County Sheriff's Office,Jackson County,TFM,2025-02-26
Florida,Jacksonville Sheriff's Office,Duval County,JEM,2020-06-09
Florida,Jacksonville Sheriff's Office,Duval County,TFM,2025-02-26
Florida,Jasper Police Department,Hamilton County,TFM,2026-04-27
Florida,Jefferson County Sheriff's Office,Jefferson County,TFM,2025-02-26
Florida,Jefferson County Sheriff's Office,Jefferson County,WSO,2019-10-15
Florida,Juno Beach Police Department,#N/A,TFM,2025-03-07
Florida,Jupiter Inlet Colony Police Department,#N/A,TFM,2025-03-10
Florida,Jupiter Island Department of Public Safety,#N/A,TFM,2025-03-25
Florida,Jupiter Police Department,#N/A,TFM,2025-03-26
Florida,Kenneth City Police Department,#N/A,TFM,2025-02-28
Florida,Key Colony Beach Police Department,#N/A,TFM,2025-04-10
Florida,Key West Police Department,#N/A,TFM,2025-03-05
Florida,Kissimmee Police Department,#N/A,TFM,2025-04-24
Florida,Lady Lake Police Department,#N/A,TFM,2025-04-10
Florida,Lafayette County Sheriff's Office,Lafayette County,TFM,2025-02-26
Florida,Lafayette County Sheriff's Office,Lafayette County,WSO,2019-10-15
Florida,Lake Alfred Police Department,#N/A,TFM,2025-06-24
Florida,Lake City Police Department,#N/A,TFM,2025-04-29
Florida,Lake Clarke Shores Police Department,#N/A,TFM,2025-04-29
Florida,Lake County Sheriff's Office,Lake County,TFM,2025-02-26
Florida,Lake County Sheriff's Office,Lake County,WSO,2019-10-15
Florida,Lake Hamilton Police Department,Polk County,TFM,2026-02-18
Florida,Lake Helen Police Department,Volusia County,TFM,2026-01-26
Florida,Lake Mary Police Department,#N/A,TFM,2025-06-18
Florida,Lake Placid Police Department,#N/A,TFM,2025-02-28
Florida,Lake Wales Police Department,#N/A,TFM,2025-06-13
Florida,Lakeland Police Department,#N/A,TFM,2025-04-24
Florida,Lantana Police Department,#N/A,TFM,2025-04-14
Florida,Largo Police Department,Pinellas County,TFM,2025-07-23
Florida,Lee County Port Authority Police,Lee County,TFM,2025-07-02
Florida,Lee County Sheriff's Office,Lee County,JEM,2025-03-03
Florida,Lee County Sheriff's Office,Lee County,TFM,2025-02-24
Florida,Lee County Sheriff's Office,Lee County,WSO,2025-02-26
Florida,Leon County Sheriff's Office,Leon County,TFM,2025-02-26
Florida,Leon County Sheriff's Office,Leon County,WSO,2019-10-15
Florida,Levy County Sheriff's Office,Levy County,TFM,2025-02-26
Florida,Levy County Sheriff's Office,Levy County,WSO,2019-05-06
Florida,Liberty County Sheriff's Office,Liberty County,TFM,2025-02-26
Florida,Liberty County Sheriff's Office,Liberty County,WSO,2019-09-09
Florida,Lighthouse Point Police Department,#N/A,TFM,2025-04-02
Florida,Live Oak Police Department,#N/A,TFM,2025-04-14
Florida,Longboat Key Police Department,#N/A,TFM,2025-04-23
Florida,Longwood Police Department,#N/A,TFM,2025-04-14
Florida,Lynn Haven Police Department,#N/A,TFM,2025-02-24
Florida,Madison County Sheriff's Office,Madison County,TFM,2025-02-26
